rhyme scheme	stanza	filename	stanza number (in file)
TAABB	"DET DEMRER AV BLÅVEIS
Det demrer av blåveis igjennom en li,
eller er det litt havblått vinden gjør fri?
Det briser derutefra, blått blir til hvitt
somom makterne påskyndte vårvindens skritt!"	2014102306006_10_annotated.txt	0
AABB	"Jeg går det imøte og atter engang
blir stien jeg går på forvandlet til sang.
Og atter må døden gi drømmene fri
og slippe meg frem til et hav bak en li."	2014102306006_10_annotated.txt	1
AABB	"Så frossen som stranden i frostrøken lå
så har den beholdt sine viftende strå,
og her hvor jeg drømte i sommerens fang
her skyter litt grønt gjennom fjorårets tang!"	2014102306006_10_annotated.txt	2
AABB	"Mitt hav som med lysende brenning og brann
i vinter gikk vakt om det sovende land
med deg i mitt sind har jeg sovet og drømt
og vet du har ingen befaling forsømt."	2014102306006_10_annotated.txt	3
AABBCC	"Nå hilser jeg atter den våknende fryd
i søndenvindsfråde og rullestenslyd.
Og bølgene reiser seg atter som skrik,
som hærskrik der opfyller strandskog og vik,
og bruser det inn over bakke og bø
at våren er kommen, at vintren skal dø!"	2014102306006_10_annotated.txt	4
AABB	"Befriende hærskarer sendt av en makt
med vårdagens innerste vilje i pakt
snart har dere begravet og druknet mitt land
i sommersjøglitter og solstrålebrann!"	2014102306006_10_annotated.txt	5
TABAB	"VANDRING MED VINDEN
En natt, da det lyste av måneskinn på sjø,
forlot jeg mitt legem for å vandre !
med vinden som suste og sang omkring vår ø,
mens den tvinnet sine bølger i hverandre."	2014102306006_91_annotated.txt	0
ABAB	"Min elskede, Sydvesten, ville ikke gi meg ro,
jeg kjempet i drømmen med en svane
til jeg endelig følte jeg i luften kunne ro
som på havet av årelang vane."	2014102306006_91_annotated.txt	1
ABAB	"Jeg svevet som en fugl over holmer og skjær,
jeg skar som en vinge gjennom brottet.
Det fjerneste fjerne var meg plutselig nær,
jeg stod under eventyrslottet."	2014102306006_91_annotated.txt	2
ABAB	"Det lyste som om stjerner i hvert vindu var satt
for å lokke meg til flukt ifra jorden.
Men jeg lo i mitt indre og vendte meg betatt
til mitt drømmerike her nedi fjorden."	2014102306006_91_annotated.txt	3
ABAB	"Der visste jeg en plett hvor det nå stod en dam
av månelys og skjalv på en bakke,
og et utgangerfår med sitt nyfødte lam
stod og lyttet med hodet på skakke."	2014102306006_91_annotated.txt	4
AABBCCDD	"Aldri er jeg helt og fullt den samme,
alltid er jeg både mulm og flamme,
det som lyser opp i det som slukkes,
det som stiger opp av det som dukkes,
det som undslapp deg i det du rørte,
det du lyttet til og ikke hørte,
det du så og som bedro ditt øye,
lik et havdyp speilende det høye!"	2014102306006_1_annotated.txt	0
AABBCCDD	"Lys og mørke til en enhet blandet,
er jeg luften eller er jeg vannet,
avgrunnsdriften eller himmeldrømmen,
skapt av vinden eller født av strømmen,
vil jeg dovne eller vil jeg hige,
evig synke eller evig stige,
fører jeg til himmel eller hel?
Spør deg selv, o menneske, spør din sjel!"	2014102306006_1_annotated.txt	1
AABB	"Ut jeg ruller mine hvite faner,
dypets dønninger til strid jeg maner,
skrider over dem med metktig brus
bedre kjent enn de i stormens hus!"	2014102306006_1_annotated.txt	2
AABBCCDDEE	"Mørket sprenger jeg med fosforkammer,
dypet knuser jeg som glass en hammer,
smyger gjennom streder som en slange,
lar meg aldri i en havbukt fange.
Ofte vandret jeg i dype drømme,
fulgte viljeløs de sterke strømme;
himlen skinnet ned og skyer seilet
gjennom eteren, og altet speilet
seg i meg og jeg i altet,
sødme var jeg da skjønt jeg er saltet."	2014102306006_1_annotated.txt	3
TABCB	"OLAVSKILDEN
Sankt Olav har med troens styrke
lagt hånd på mangt et nakent fjell
og har kalt fram fra dypets mørke
de hemmelige kildevell."	2012032024065_5_annotated.txt	0
ABCB	"Der ingen blomster spire ville,
og alt var toneløst og dødt,
der risler no en Olavskilde,
og ved dens bredd ble sagnet født."	2012032024065_5_annotated.txt	1
ABAB	"Så friskt som sagnets røst vil klinge
i hver en egn til Olavs pris,
så friskt kan og hans kilder springe
og trosse både sol og is."	2012032024065_5_annotated.txt	2
ABAB	"I fjellets ly der stein har mæle,
og dalen åpnes for ditt blikk,
der innbyr sagnet deg å dvele
og bringer deg den klare drikk."	2012032024065_5_annotated.txt	3
ABAB	"Og som et åndens bad som kjøler
ditt bryst i en begeistret stund,
så sval en lindring der du føler
ved denne drikk på sagnets grunn."	2012032024065_5_annotated.txt	4
ABCB	"Og når ditt blikk på dalen faller,
der du ser bautasteinen stå
vil bildene av kraftens alder
som solglimt over egnen gå."	2012032024065_5_annotated.txt	5
ABCB	"Fra lien lurens toner gjaller,
fra skogen suser pileregn,
og du ser Olav og hans skalder
som rider under graners hegn."	2012032024065_5_annotated.txt	6
ABAB	"Og mens det store, fjerne minne
går opp for åndens syn på ny,
du hører Olavskilden rinne
med sakte klang i sagnets ly."	2012032024065_5_annotated.txt	7
AABB	"Hun spiller for trærnes grener,
hun spiller for parkens stener,
for karpene i dammen,
for kjerteflammen ."	2014102306006_67_annotated.txt	0
AABBB	"Det spiller i et gammelt slott,
jeg hører det godt,
og kanhende
vil jeg min ganger vende,
kanhende, kanhende . . ."	2014102306006_67_annotated.txt	1
AABB	"En skyfull aften gikk min veg
fra dalen til en øde hei,
der hvert et spor av somrens prakt
var sloppet og tilbakelagt."	2012032024065_11_annotated.txt	0
AABB	"Det var ei lauv, det var ei strå
som øyet kunde hvile på,
det kom ei fugl fra fjellets li,
og ingen kilde rant forbi."	2012032024065_11_annotated.txt	1
AABB	"Det var så tyst, selv kveldens vind
på klippens bryst var slumret inn
Og veldig, vid, der øyet så
en fjellets ørken for meg lå."	2012032024065_11_annotated.txt	2
AABBCC	"Med grus og lyng lå vang ved vang
brunlaten, vill og milelang.
På denne ødemarks plartå
de løse klippemasser lå
og raget over lyng og grus
som rester av en jettes hus."	2012032024065_11_annotated.txt	3
AABBCC	"Fra svarte svelg med elvebunn
fra dyp som øyet anet kun,
kom hvitlig røyk og svevde hen
der fjellet blånte gjennom den,
og der den lette tåkeluft
lå samlet mellom jord og luft."	2012032024065_11_annotated.txt	4
AABB	"Mot norden, over tåkens brem,
steg horisontens skranke frem.
Å, hvilken mektig klippemur
med kam av villeste kontur!"	2012032024065_11_annotated.txt	5
AABB	"Fjernt mellom skyer var å se
dens kuppeltak av is og sne,
og over kuplen spiss og lett
stod klippens svarte minarett."	2012032024065_11_annotated.txt	6
AABBCC	"Med lengsel søkte blikket her
et vennlig bilde, fjernt og nær;
men over alt en ørken gold
lå som et veldig splittet skjold
til minne om den urtidsdyst
da fjeller tørnet bryst mot bryst."	2012032024065_11_annotated.txt	7
AABBCCDD	"Mot sør, bak mine steile trinn
var dalens ynde svunnet inn.
Et blålig dyp gav der kun tegn
om denne sommerblide egn.
der vegen faller jevn og lun
i mangt et fagert skogpaulun
og fuglens klare trilleslag
har hilset meg fra hyttas tak."	2012032024065_11_annotated.txt	8
AABBCC	"Alene på det øde fjell
jeg drømte bort min sommerkveld.
Mangt livets bilde kom og gikk
i våken drøm forbi mitt blikk
og brakte stille tungsinn med
fra fjellnaturens ensomhet."	2012032024065_11_annotated.txt	9
AABBCCDD	"Den blide egn som var forlatt,
lå gjemt som min erindrings skatt,
og ørkenen omkring min gang
der mørke skyer over hang
var lik det stille sorgens land
der jeg er blitt en vandringsmann,
og der min sjel beklemt og trett
har lengtet mot en hvileplett."	2012032024065_11_annotated.txt	10
AABBCC	"Mens jeg i disse drømmer satt
ble skyens teppe splittet att,
og solens siste stråle gled
fjernt på en klippeskråning ned
og skinte med sin fulle prakt
hvor før et grålig mulm var lagt."	2012032024065_11_annotated.txt	11
AABBCC	"Her hvor jeg nylig øynet kun
et tåkeslør og klippegrunn,
der glimtet fram av ørknens skjød
en sætervang i kveldens glød
og vakte smilende min ånd
som hildet lå i tungsinns bånd."	2012032024065_11_annotated.txt	12
AABBCCDD	"Den grønne vang i kveldens skjær
var stedet som jeg søkte her.
Jeg hadde hørt ved arnens ild
et sagn som hører dalen til,
om huldras makt og elskovslist
i fordums tid på sætra hist
og om den gjæve Eivind Bolt
som hun i fjellet fanget holdt."	2012032024065_11_annotated.txt	13
AABBCC	"Jeg speidet fra den øde hei
og tenkte meg på urett lei.
Men ut fra skyen stråler gled
og lyste over dette sted
og klart med ett stod for mitt sinn
den rune jeg vil riste inn."	2012032024065_11_annotated.txt	14
ABBCC	"til Norge med den svarte død.
Til slutning var det kun igjen
en tredjepart av landets menn,
og tomt ble mangt et bygdelag
som ligger øde selv i dag."	2012032024065_11_annotated.txt	15
AABB	"Det er ei ord for all den kval
som rammet da den blide dal
der pesten herjet streng og hård
og døden drog til hver en gård."	2012032024065_11_annotated.txt	16
AABB	"I elva var hver dråpe vann
inntørket under solens brann,
og luften ruget lummer, kvalm,
på de fortaptes benkehalm."	2012032024065_11_annotated.txt	17
AABC	"Da bygda var blitt meiet av,
og dalen liknet mest en grav,
kom det ved eplehøstens tid
fra fjordene en vandrer dit."	2012032024065_11_annotated.txt	18
AABB	"Det var den gjæve Eivind Bolt,
en ungersvenn så strunk og stolt
at ingen var hans likemann
fra Trysilelv til Sognestrand."	2012032024065_11_annotated.txt	19
AABBCC	"Han hørte til i dalen her
og vendte heim fra kjøpmannsferd.
Han hadde solgt i kongens gård
mangt prektig skinn av bjørn og mår,
og tenkte mens han vandret på
at snart hans bryllup skulle stå."	2012032024065_11_annotated.txt	20
ABAACC	"Men der han vendte øyet no,
så han et spor av pestens gru,
og angsten isnet i hans blod
da han ved heimens terskel stod.
Hans far satt vaklende og svak,
alene under dette tak."	2012032024065_11_annotated.txt	21
AABCDDEE	"Han hadde jordet barn og viv
og var igjen med halvslokt liv.
Den gamles hug ble atter glad
da sønnen karsk ved arnen satt.
Han talte mildt: «Din Ingeborg
var ikke her i denne sorg.
Hun er på sætra. Ingen tror
at sotten kommet er der nord.»"	2012032024065_11_annotated.txt	22
AABBCC	"Det varte kun et døgn, da lå
den trette gamle blek på strå.
og sønnen jordet så hans støv
bak huset under bjørkas løv;
og ved det første morgengry
forlot han heimen sin på ny."	2012032024065_11_annotated.txt	23
AABBCC	"Den steile sti, så kjær, så kjent,
betrådde han av angsten spent.
Fjernt under mørke fjellers rad
lå sætra lik et frodig blad
som stormens rykk har revet av
og kastet i et opprørt hav."	2012032024065_11_annotated.txt	24
ABCC	"Hver gang han ned i dypet steg
det fagre syn bak klippen vek,
og når han over heia gikk,
da lå det atter for hans blikk."	2012032024065_11_annotated.txt	25
AABC	"Med håp og frykt i bølgegang
hans sjel ved dette bilde hang.
Det drev, mens det for tanken stod
og knyttet vinger til hans fot."	2012032024065_11_annotated.txt	26
AABB	"Men da den tunge gang var endt,
og han besteg den siste skrent,
hvor lettet løste seg da ei
hans kval på denne øde veg!"	2012032024065_11_annotated.txt	27
AABCDDEEFF	"Med ett han var den elskte nær;
hun satt ved hytta frisk og skjær.
Som spunnet gull gled håret ut
på hennes skuldres liljehud,
det svarte belte, sølvinnlagt,
omsluttet hennes høytidsdrakt;
de fulle middagsstråler falt
på hennes deilige gestalt —
han skalv, og mellom liv og død
han segnet ned i hennes skjød."	2012032024065_11_annotated.txt	28
AABBCCDDEE	"Men Eivind Bolt, den gjæve svenn,
kom snart til kraft og sans igjen.
og hodet hvilte han med lyst
ved hennes faste svanebryst,
hans øye speidet hennes trekk
men se, da bevet han av skrekk:
den elsktes blikk, så fromt og mildt,
var her som haukens, dypt og vilt;
den røde munn han atter så,
men intet smil om leppen lå."	2012032024065_11_annotated.txt	29
AABB	"Da för han opp av hennes favn
og ropte: «Hulder er ditt navn!
Med all din kunst og tryllesvik
du ble dog aldri henne lik!»"	2012032024065_11_annotated.txt	30
AABBCC	"Men huldras hånd för ur til sist
og rørte med en bjørkekvist
hans åpne bryst, hans vrede munn,
og straks han lå som i en blund,
fortryllet, rolig som et lam,
han hørte hva hun sa til ham:"	2012032024065_11_annotated.txt	31
AABBCC	"«Din fagre bygd er sovnet inn,
det ligger lik bak bjørk og lind;
men huldra drikker livets vell,
som risler gjennom sølv i fjell.
Hun visner ei som dalens mø,
hun kan ei sykne, kan ei dø."	2012032024065_11_annotated.txt	32
AABB	"Men hist i fjellets dype sal
må huldra lide savnets kval.
Til dalens folk hun drages titt
og går blant dem med lydløst skritt."	2012032024065_11_annotated.txt	33
AABCDE	"Der finnes ingen leskedrikk
så søt som deres milde blikk,
ved minste klang av deres røst
vemodig banker huldras bryst.
Din brud, den fagreste blant dem,
satt her i skyggen av min heim."	2012032024065_11_annotated.txt	34
AABBCC	"I lurens klang, i sukk, i sang,
ditt navn jeg hørte mang en gang.
Men så den kom den svarte pest,
og det kom sorg for sommerfest.
Jeg redte hennes siste seng
bak marmorstein i kløvereng."	2012032024065_11_annotated.txt	35
AABB	"Der gror den tette fjellmorbusk
og sørger med sin sølvgrå dusk,
der faller dogg hver sommernatt
fra marisko, fra fingerhatt."	2012032024065_11_annotated.txt	36
AABB	"Den brune heilo, fuglen min,
har flagret der med klynk og hvin,
og i det bleike aftenskjær
mitt sukk den hørte beve der.»"	2012032024065_11_annotated.txt	37
AABBCC	"Og videre så mælte hun:
«Husk, du er min fra denne stund,
husk at du sank i huldras arm
og kom til liv ved hennes barm.
Du fikk mitt friske åndedrag
og jeg ditt hjertes varme slag!"	2012032024065_11_annotated.txt	38
AABB	"Så lenge bygd er folketom
har huldra makt og herredom;
men hva jeg eier milevidt
skal også, Eivind, være ditt.»"	2012032024065_11_annotated.txt	39
AABB	"Hun grep sin klare langelek,
og Eivinds trylledvale vek.
Han ble til is, han ble til ild
ved hennes underlige spill."	2012032024065_11_annotated.txt	40
AABB	"Det sitret mildt, det suste matt,
som høstens sukk i bladlaust kratt,
det rev ham atter hen med makt
i dansens ville hvirvlers takt."	2012032024065_11_annotated.txt	41
ABB	"og huldra var på ny hans brud.
Og se, da kom det ut av berg
i parvis skare dverg ved dverg."	2012032024065_11_annotated.txt	42
AABBCC	"I spissen skred en snøhvit rein
med broket krans om hornets grein,
og, ført av dverger, gikk dernest
en sølvskodd, kolsvart, rolig hest.
På den sprang Eivind lett og trygg,
men huldra steg på reinens rygg."	2012032024065_11_annotated.txt	43
AABB	"Da flagret ørn fra klippens ly
ved dvergers spill og gledesgny,
til klang av feler og av lur
sprang fjellets dyr av lyng og ur."	2012032024065_11_annotated.txt	44
AABC	"Han fulgte med i fjellets gang
der sølvet gror som tre på vang.
Der bryter dverger grein og blad
og hamrer beger ut og fat."	2012032024065_11_annotated.txt	45
ABCC	"En ljore er i fjellets tak
hvor lys går ned fra sol og dag,
og under skinner huldras hall
med klare stjerner av krystall."	2012032024065_11_annotated.txt	46
AABB	"Der henger sølvskjold i en krans
med underdeilig måneglans —
der er det godt å søke ly
når fjell er svøpt i vintersky."	2012032024065_11_annotated.txt	47
ABCCDDEE	"Han fulgte hennes buskap dit
den beiter helst ved sommertid.
Den går i kløver og i korn
med brandet skinn og uten horn,
den hviler i den grønne lund
med frodig, saftig blomstergrunn,
den drikker av den klare å
som lindeskyggen faller på."	2012032024065_11_annotated.txt	48
AABB	"Til vokter for den fagre egn
er satt de steile klippers hegn
som under friske rankers nett
vil falle duftende og lett."	2012032024065_11_annotated.txt	49
ABCC	"Der sitter gauk og rødving bak
og stanser sine tungeslag
og lytter der i lauvets bur
til huldras lokkesang og lur."	2012032024065_11_annotated.txt	50
AABB	"Han fulgte dit der blålig bre
seg styrter over klippens kne.
Der ligger med den øde strand,
i dypet huldras fiskevann."	2012032024065_11_annotated.txt	51
AABBCC	"Der spiler ørnen sine fjær,
men den ser ingen svømmer her.
Der fisker bonden stranden om,
men kroken er bestandig tom
skjønt huldra står på klippeblokk
og samler fisk i talløs flokk."	2012032024065_11_annotated.txt	52
AABBCC	"Som gnister av den røde ild
de springer høyt ved hennes spill,
de dukker til den dype bunn
og skyter opp med gull i munn,
de bringer fra den steile kyst
en edelstein til huldras bryst."	2012032024065_11_annotated.txt	53
ABB	"Han ble hos huldra år for år,
Hans bygd lå tom i all den tid,
og ingen vandrer søkte dit."	2012032024065_11_annotated.txt	54
AABBCC	"På veg og sti som var forlatt
der vokste no det tette kratt.
Den redde hare slo seg ned
i det forglemte arnested,
og bjørnen titt sitt bytte drog
til kirken i den ville skog."	2012032024065_11_annotated.txt	55
AABBCC	"Men endelig en kjølig høst
mens sukk steg opp fra huldras bryst
da stod på fjellet Eivind Bolt
og hørte øks i graneholt,
og atter på en stille dag
han skimtet røyk fra hyttetak."	2012032024065_11_annotated.txt	56
AABB	"Til slutning svevde over vang
de klare kirkeklokkers klang,
og sølvet skalv i huldras sal
ved dette bud fra Eivinds dal."	2012032024065_11_annotated.txt	57
AABB	"Med klokkeklangen trengte inn
en mektig lengsel i hans sinn,
og glemte minner kom med den
og åpnet sjelens dyp igjen."	2012032024065_11_annotated.txt	58
AABBCCDD	"Hans sjel var blitt en fjelldal lik,
der vår i snøen glemmer seg;
men kommer først et strålevell
med glød til eng og bakkehell,
da smelter snø, i bjørketopp,
om blomsten slår sitt øye opp,
og i et no, med ild, med makt,
står fram av mulmet vårens prakt."	2012032024065_11_annotated.txt	59
AABBCC	"Ved kirkens røst var huldras kunst
fortapt og været hen i dunst.
Den golde glimmerstein var våt
den lange dag av huldras gråt.
Hun hadde fra sin klippekrå
det gule lauv å stirre på."	2012032024065_11_annotated.txt	60
AABBCC	"Hun satt for Eivind som et lik
med stivnet bryst bak tåkens flik.
Han måtte bort, han måtte ned
der heimen lå ved elvebredd,
han måtte svale hjertets nag
i hytta med det sunkne tak."	2012032024065_11_annotated.txt	61
AABB	"Han gikk fra hals til fot i skrud
som skåret var av reinens hud.
Til heltesølvet om hans liv
var hektet brynestein og kniv."	2012032024065_11_annotated.txt	62
AABB	"Med strengeleik i skulderband,
med askeskaftet spyd i hand,
hans bilde liknet like godt
Brage og Tyr i Åsheims slott."	2012032024065_11_annotated.txt	63
ABCC	"En fremmed slekt var no nådd fram
i kratt og skog til Eivinds heim,
og intet øye kjentes ved
den kjempe som i dalen skred."	2012032024065_11_annotated.txt	64
AABB	"Ved kjente hytter møtte ham
kun redde blikk og hundeglam,
og barna fløy fra veg og sti
mens Eivind vandret taus forbi."	2012032024065_11_annotated.txt	65
AABB	"Her framleis står en bjelkehall
som har sett mange slekters fall.
Den står i ly av kjempetrær,
med steinhard vegg og kolsvart sperr."	2012032024065_11_annotated.txt	66
AABC	"Dit var det Eivind søkte hen
og fant sitt fedrehus igjen,
der satt han lenge mørk og stum
og stirret i det øde rom."	2012032024065_11_annotated.txt	67
AABBCCDDEEFF	"Men etterhånden ryktet gikk
med ord om Eivinds ferd og skikk:
Han gjorde grep med tolv manns kraft
i buesnor og bileskaft,
han for av sted på ski som vind
og hentet elg og reinsdyr inn,
han temte der den arge ulv
og slapp den løs på hallens gulv,
han lokket med sin strengeleik
den ville fugl fra gran og eik,
og strøk dens fjær og gav den mat
på snøen av sitt eget fat."	2012032024065_11_annotated.txt	68
AABB	"Og slo han strengen i sitt hus,
da klang den vill som elvesus,
og dog så klar og ren og øm
at sjelen vogget ble i drøm;"	2012032024065_11_annotated.txt	69
AABBCC	"den hvilte snart blant rosers flor
og snart i dyp der draugen bor.
Men dalens eldste visste godt
det var den ekte huldreslått,
i den en svart, usalig makt
har sine skjulte snarer lagt."	2012032024065_11_annotated.txt	70
AABB	"Og Eivind var blant dalens folk
en fremmed gjest som mangler tolk
som fattig går med hjertets skatt
og er i mengden helt forlatt."	2012032024065_11_annotated.txt	71
AABCDD	"De fattet og de fulgte ei
hans tankers hemmelige veg,
den beste tone fra hans bryst
oppfattet de som trolldomsrøst,
de korset hvert et arnested
som Eivind hadde hvilt seg ved."	2012032024065_11_annotated.txt	72
AABB	"Og derfor på det kalde fjell
han vandret mangen vinterkveld.
Der stod han titt i måneglans
som i en søvn, med lukket sans."	2012032024065_11_annotated.txt	73
ABBCCDD	"Ved blomsterduft og fuglesang
og slo de tusen strenger an
på fjell, i skog, i bekk og vann,
og lot de fagre toner gå
til mangen sorgfull hjertekrå.
De gikk til Eivinds sterke bryst,
men løste dog ei sjelens dyst."	2012032024065_11_annotated.txt	74
AABBCCD	"De kalte ham fra heimens favn
som knuget ham med kval og savn.
Men atter lød det i hans sjel
en røst som ropte: «Bli og dvel,
der bjørkas grein seg luter lav
og skygger dine fedres grav,
seg senker over folket ned.»"	2012032024065_11_annotated.txt	75
AABB	"Det var en stille, solklar dag
med skyfri luft og lerkeslag.
Da kimte det til pinsefest,
og templet bød hver mann til gjest."	2012032024065_11_annotated.txt	76
AABB	"I høytidsdrakt på kirkesti
drog folket Eivinds dør forbi.
Med senket blikk og lukket munn
gikk toget gjennom eng og lund."	2012032024065_11_annotated.txt	77
AABB	"Da slo hans hjerte atter blidt,
og fromt han fulgte deres skritt,
og med et smeltet bryst han kom
til sine fedres helligdom."	2012032024065_11_annotated.txt	78
AABBCDEEFGHJ	"Men Eivinds trinn i kirkens ly
ble fulgt av redsel og av gny.
Ved altret stod en isgrå klerk
med stola og med messeserk,
han slokket altrets kjerter ut
og sønderrev sitt høytidsskrud,
han kastet krusifikset ned
på menighetens hvilested,
han skred med hellig vredesmot
i kirkens gang der Eivind stod,
og ropte: «Vel Til evig tid
forbannet du som vandret hit!»"	2012032024065_11_annotated.txt	79
AABC	"Og folket sank med skrik til jord
og gjentok lytt de bitre ord
lik ulv som hyler etter rov
lå kirken i den stille skog."	2012032024065_11_annotated.txt	80
AABBCC	"Men han som var så dypt forskutt
stod enno der et kort minutt.
Han grep i harm om spydets skaft,
men temte dog sin vredes kraft
og drev sitt spyd med odd og egg
i kirkeskipets bjelkevegg."	2012032024065_11_annotated.txt	81
AABB	"Der står til seine slekters gru
den sterke askestang enno.
Og Eivind gikk, mens folket gjøs,
av kirken taus og vergeløs."	2012032024065_11_annotated.txt	82
AABCDD	"Han stod på klippens steile brink
med utstrakt arm som til et vink,
og fjellnaturens vide rom
lå for hans føtter mørk og stum
som om det lyttet og gav akt
på tegnet fra hans herskermakt."	2012032024065_11_annotated.txt	83
AABBCCDD	"Da klang hans lur så full og klar,
og fjernt fra fjell kom dype svar.
Fra huldras hall lød dvergemål
som gny av kobber og av stål,
en selsom sølvglans lyste opp
fra sætervoll til fjellets topp,
og mørke klippers lange rad
lå dirrende i strålebad."	2012032024065_11_annotated.txt	84
AABB	"Og blendet som av nære lyn
stod dalens menn med hånd for bryn,
mens Eivind svant for deres blikk
og klangen over dalen gikk."	2012032024065_11_annotated.txt	85
AABBCC	"Hans fedres hus stod tomt som før
med sunket tak og lukket dør.
Men sagnet har dog våket der
og hvisket i de gamle trær,
og holdt hans navn i varetekt
og båret det fra slekt til slekt."	2012032024065_11_annotated.txt	86
TABABA	"DE GAMLE PAKHUSER
De gjemmer i sitt mørke alverdens sjeldne laster,
de ruger over fremmede skatter.
I deres dunkle hvelvinger man gull og skrammel kaster;
og på bjelkene dødstyste katter
med grønne øyne våger som lanterner i master."	2014102306006_18_annotated.txt	0
ABCBC	"Der vokser spinn og kingel på de gitrede ruter,
og veggene er sorte
av en evig røyk og støvet fra de dinglende huder.
Foran de brede porte
står stenstøtter oppreist som hedenske guder."	2014102306006_18_annotated.txt	1
ABABA	"Det er hedens lumre timer, og himlene brenner,
de svake vinde famler
omkring i kaiens kulstøv med feberhede hender;
og pinefullt ramler
de endeløse kjeder gjennom winchenes tenner."	2014102306006_18_annotated.txt	2
ABABA	"Men i de mørke rom er der fuktig som i graver,
og tranlygter henger
under loftene og blafrer, så de lange skygger raver;
og blandt bord og råtne stenger
kan man stundom høre rotter som med fine tenner skaver."	2014102306006_18_annotated.txt	3
AB	"Trosser over bjelkene ringler seg i bukter
som slanger over stammer."	2014102306006_18_annotated.txt	4
TAABB	"TIL DAMASKUS
Saul fra Tarsus ei sviktet sin ed.
Jerusalem åndet på ny i fred.
Templet var renset, snaren var revet,
nasareerens sekt drept og fordrevet."	2011041408091_4_annotated.txt	0
AABBCDDC	"Dens frekke talsmenn til taushet var bragt,
brutt var for alltid svermerens makt.
Dog — rykter svirret på gater og streder
om nyvakt bevegelse andre steder,
skapt av dem som var drevet på flukt.
Iherdig de sådde sin vingede sæd
hvor de så kom  fra sted til sted.
Og rikt den grodde. Sæden bar frukt."	2011041408091_4_annotated.txt	1
AABCBC	"Det var dog en uventet vending, min santen
Men saken var tatt fra den gale kanten.
Ikke innenfra ut, nei utenfra inn
må flokken varsomt og sikkert trykkes
og jages sammen i snarens spinn,
så skal nok jakten med sikkerhet lykkes."	2011041408091_4_annotated.txt	2
AABB	"Saulus må ut  hans arm skal nå
landet rundt til dets ytterste vrå.
Barn og kvinner og menn, hvor de finnes,
om aldri så skjult, skal dø eller bindes."	2011041408091_4_annotated.txt	3
AABB	"Til reisen er dagen endelig kommen.
Med yppersteprestens fullmakt i lommen
Saul fra Tarsus får fare mot nord
for å søke de hatede kjetteres spor."	2011041408091_4_annotated.txt	4
ABAB	"Damaskus er målet. Reisen er lang,
og tiden er kostbar, i hast må han jage.
Hvervet er stort  som en brusende sang
skjelver det gjennom ham, netter og dage."	2011041408091_4_annotated.txt	5
AABB	"Hans ildhu gløder i synenes glans,
snart smykker hans panne belønningens krans.
Den ensomme reise, mil etter mil,
tvinger hans tanker til grublen og tvil."	2011041408091_4_annotated.txt	6
AABB	"Når tankenes mylder meldte seg før,
han jog dem med bitende tross på dør.
Hver time på dagen var fylt av det ene,
å fengsle og pine, piske og stene."	2011041408091_4_annotated.txt	7
AABB	"Hans brennende hat, hans rastløse iver
ei levnet ham tid til å granske motiver.
Men nå har han tid. I stillhetens øde
følger ham skygger av tause døde,"	2011041408091_4_annotated.txt	8
ABCCAA	"av menn som blødde, av kvinner som led,
av mødre som tryglet, småbarn som gret.
Den ensomme rytter på muldyrets rygg
kjenner seg mindre og mindre trygg —
som grådige gribber slår tankene ned
i hans blottede sjel, og røver hans fred."	2011041408091_4_annotated.txt	9
AABB	"I solens brann, i den glødende vind,
i nattens skygger, ved stjernenes skinn,
når skumringen faller, når morgenen gryr
de følger ham trolig, som rasende dyr."	2011041408091_4_annotated.txt	10
AABCBC	"Ham tankene driver til fortidens land,
til barndommens lek ved Cydnus's strand,
hvor dagen var lykke, hvor natten var fred,
og blomstene grodde i hjemlandets muld,
hvor fjellene skinnet når solen gikk ned,
og drømmene våknet i strålenes gull."	2011041408091_4_annotated.txt	11
ABBCCA	"Og drømmene ynglet, og lengslene bar
mot syd, mot Jerusalems hellige stad.
Dit stundet han stadig. Og visst var han glad,
visst jublet hans sjel i den store stund,
da foten han satte på hellig grunn
og trådte i fedrenes fotefar."	2011041408091_4_annotated.txt	12
AABCBC	"Der drakk hans unge, tørstende sjel
dypt av kunnskapens sølvklare vell.
Gamaliels ord var den ildnende dåp
som åpnet ham synenes strålende rike,
for fortidens storhet, for fremtidens håp,
for folket som ikke på jord har sin like."	2011041408091_4_annotated.txt	13
AABCBC	"Vel tigget det fred av en fremmed makt,
men aldri Jehova glemte sin pakt.
Og dagen seg nærmet, da frihetens krans
skulle smykke folkets høybårne panne:
Messias var nær! Hans høyhet og glans
skulle lyse som solen til fjerne lande."	2011041408091_4_annotated.txt	14
AABBCC	"Ja, så var hans tro. — Som en forårssang
bruste den gjennom hans bryst den gang.
Og n u hvorfor hildes i løgnens skjul:
hans ungdoms drøm var en vingeskutt fugl.
Hans fribårne folk var en slaveslekt,
dets rygg var krøkt under jernrikets vekt."	2011041408091_4_annotated.txt	15
AABB	"Dog — tyngre var lenken som sjelene bandt
i trelldom for vinning, for jordens tant.
Hva hjelper den ytre frihets form
det folk hvis ånd er en lenket orm?"	2011041408091_4_annotated.txt	16
ABBA	"Som glemmer sin storhet, som svikter sitt kall,
som kryper for makten, som smyger for skinn,
og svaier som rør for hver stemningens vind,
det folk er dømt til skam og til fall."	2011041408091_4_annotated.txt	17
